,Lowest distortion,A,B,Radius A [ang],Radius B [ang],Formation energy [eV/atom],Stability [eV/atom],Volume per atom [A^3/atom],Band gap [eV],a [ang],Vacancy energy [eV/O atom],Stability (log[eV/atom]),Vacancy energy (log[eV/O atom]),Magnetic moment (^2[mu_B]),Valence B_1,Valence B_2,Valence B_3,Valence B_4,Valence B_5,Valence B_element not in BV,Valence B_not balanced
187,0,3,42,0.54,0.91,-2.259,0.768,16.861,2.193,4.385,5.433,-0.38082178394093086,2.441749047009237,0.0,0,0,0,0,0,1,0
188,1,3,43,0.54,0.99,-1.959,0.291,12.675,0.0,5.467,-4.904,-1.7809089417538033,,,0,0,0,0,0,0,1
189,0,3,44,0.54,0.76,-0.438,1.454,11.84,0.0,3.897,-3.303,0.5400272692575072,,,0,0,1,0,0,0,0
190,1,3,45,0.54,0.97,-3.256,0.274,12.876,2.97,5.469,-6.858,-1.8677522017015602,,0.0,0,0,0,0,0,1,0
191,1,3,46,0.54,0.99,-3.213,0.286,13.347,2.935,5.529,-7.082,-1.8059129478836977,,0.0,0,0,1,0,0,0,0
192,0,3,47,0.54,0.67,-0.417,1.564,12.279,0.0,3.945,-0.923,0.6452405126452653,,0.0,0,0,0,0,0,1,0
193,1,3,48,0.54,0.83,-3.306,0.216,13.362,1.93,5.412,-2.763,-2.2108967824986183,,1.0,0,0,0,0,0,1,0
194,0,3,49,0.54,1.52,0.71,2.952,15.861,0.0,4.296,-15.897,1.561692721398309,,,0,0,0,0,0,0,1
195,0,3,50,0.54,0.63,-1.244,1.157,11.971,0.0,3.912,3.045,0.2103888644454029,1.6064422281316078,0.0,0,0,1,0,0,0,0
196,0,3,51,0.54,0.67,-0.666,1.433,11.614,0.0,3.872,-2.563,0.5190386096000587,,0.006724000000000001,0,0,1,0,0,0,0
197,0,3,52,0.54,0.68,-0.871,1.331,11.596,0.0,3.87,0.576,0.41251057124980467,-0.7958592832197748,0.044944,0,0,1,0,0,0,0
198,0,3,53,0.54,0.76,-1.11,1.312,12.983,0.0,4.019,1.822,0.3917677199559967,0.8655229591399638,,0,0,1,0,0,0,0
199,0,3,54,0.54,0.75,-1.867,1.669,12.556,0.0,3.974,-4.725,0.7389839547005117,,0.000144,0,0,1,0,0,0,0
200,0,3,55,0.54,0.4,-1.991,1.033,8.794,0.0,3.53,5.628,0.04684025420297235,2.4926223285744458,,0,0,0,0,0,0,1
201,1,3,56,0.54,0.96,-3.267,0.27,12.728,3.072,5.45,-6.818,-1.8889686876112561,,0.0,0,0,1,0,0,0,0
202,0,3,57,0.54,0.69,-1.209,1.317,12.859,0.0,4.006,-1.044,0.39725534559442727,,,0,0,0,0,0,0,1
203,1,3,58,0.54,1.18,-2.765,0.194,13.698,0.445,5.259,-10.222,-2.365871442474959,,,0,0,0,0,0,0,1
204,0,3,59,0.54,0.72,-2.219,0.753,12.82,0.0,4.002,5.56,-0.4092782299901589,2.475084882948783,0.0,0,0,1,0,0,0,0
205,2,3,60,0.54,0.92,-3.197,0.251,13.312,3.738,6.025,-6.525,-1.994240730711315,,0.0,0,0,1,0,0,0,0
206,0,3,61,0.54,0.6,-1.22,1.178,11.777,0.0,3.89,2.474,0.23633953916837358,1.3068455003142827,2.5e-05,0,0,0,0,0,1,0
207,0,3,62,0.54,0.77,-0.801,1.416,13.852,0.0,4.107,1.55,0.5018212654209104,0.632268215499513,,0,0,0,0,0,0,1
208,0,3,63,0.54,0.94,-2.164,1.466,18.528,0.0,4.525,-2.435,0.5518851034717248,,0.024336,0,0,0,0,0,0,1
209,0,3,64,0.54,0.67,-2.161,1.032,11.337,0.0,3.841,0.011,0.045442970761167115,-6.50635266602479,0.0,0,0,1,0,0,0,0
210,1,3,65,0.54,0.89,-1.911,0.19,12.152,0.638,5.285,-6.702,-2.395928676331139,,,0,0,1,0,0,0,0
211,2,3,66,0.54,0.88,-3.378,0.237,12.404,3.756,5.828,-6.024,-2.077041035763828,,0.0,0,0,1,0,0,0,0
212,1,3,67,0.54,1.03,-2.94,0.452,13.853,0.0,5.72,2.358,-1.1456053222468994,1.2375637183176758,0.32148899999999997,0,0,1,0,0,0,0
213,1,3,68,0.54,0.64,-2.799,0.149,9.609,1.47,5.004,-0.475,-2.7466157641999254,,0.16000000000000003,0,0,1,0,0,0,0
214,0,3,69,0.54,0.66,-1.67,0.951,12.242,0.0,3.941,4.827,-0.07248275380152366,2.2711268267825155,0.0,0,0,1,0,0,0,0
215,2,3,70,0.54,0.9,-3.324,0.236,13.18,3.81,6.003,-6.49,-2.083141235300246,,0.0,0,0,1,0,0,0,0
216,1,3,71,0.54,0.87,-2.923,0.124,11.845,0.0,5.119,-7.558,-3.0115879742752116,,,0,0,1,0,0,0,0
217,0,3,72,0.54,0.74,-0.72,1.614,10.398,0.0,3.732,-5.063,0.6906405786156934,,,0,0,0,0,0,0,1
218,0,3,73,0.54,0.72,-2.183,1.117,13.936,0.0,4.115,-1.156,0.15962918582122781,,0.0,0,0,1,0,0,0,0
219,1,4,1,0.52,1.12,-2.622,-0.109,16.601,2.97,5.879,-2.465,,,0.0,0,0,0,0,0,1,0
220,0,4,2,0.58,0.75,0.229,1.337,12.735,0.0,3.993,-3.674,0.4189994654312657,,,0,0,1,0,0,0,0
221,0,4,3,0.58,0.54,-1.712,0.644,9.746,0.0,3.653,1.583,-0.63486740654747,0.6626612554750941,,0,0,1,0,0,0,0
222,0,4,4,0.58,0.58,-0.521,0.925,11.453,0.0,3.854,1.088,-0.1124747292584125,0.12167855658825248,,0,0,1,0,0,0,0
223,0,4,5,0.52,0.93,0.26,1.257,13.197,0.0,4.041,-1.212,0.3299846497584206,,,0,0,0,0,0,1,0
224,0,4,6,0.58,0.27,-0.852,1.183,7.706,0.923,3.377,2.629,0.24245007367770147,1.3945141419559588,,0,0,1,0,0,0,0
225,1,4,7,0.52,1.35,-2.111,0.232,18.14,0.0,5.93,-8.868,-2.1078032895345147,,,0,0,0,0,0,0,1
226,0,4,8,0.52,0.45,-1.008,1.015,8.407,0.0,3.477,-2.418,0.021479727410451392,,,0,0,0,0,0,0,1
227,0,4,9,0.52,0.9,-0.33,1.13,15.153,0.0,4.231,-3.743,0.17632277264046287,,,0,0,0,0,0,0,1
228,1,4,10,0.52,1.0,-2.182,0.134,13.764,0.0,5.449,-8.351,-2.8996950942043145,,,0,0,0,0,0,0,1
229,0,4,11,0.52,0.95,0.082,1.51,13.588,0.0,4.081,-5.71,0.5945485495503542,,,0,0,0,0,0,0,1
230,0,4,12,0.58,0.87,-0.902,1.665,18.283,0.0,4.505,-7.219,0.7355221772965375,,0.00044100000000000004,0,0,0,1,0,0,0
231,0,4,13,0.58,0.61,-0.584,0.82,9.799,0.0,3.659,0.089,-0.2863041851566411,-3.4900508536956893,1.6e-05,0,0,1,0,0,0,0
232,0,4,14,0.58,0.62,-1.192,0.772,10.907,0.0,3.792,0.789,-0.3733272473940066,-0.34190279464862844,0.34928099999999995,0,0,1,0,0,0,0
233,0,4,15,0.52,1.67,0.861,2.563,17.457,0.0,4.436,-3.766,1.3578334786294906,,,0,0,0,0,0,0,1
234,0,4,16,0.58,0.54,-0.301,0.881,10.145,0.0,3.702,-0.831,-0.1827860757416734,,,0,0,1,0,0,0,0
235,0,4,17,0.58,0.91,-1.302,1.387,15.714,0.0,4.283,-5.336,0.4719677876615157,,0.001444,0,0,1,0,0,0,0
236,0,4,18,0.58,0.89,-1.376,1.295,15.254,0.0,4.241,-4.874,0.3729520979118291,,0.00019600000000000002,0,0,1,0,0,0,0
237,1,4,19,0.58,0.95,-2.292,0.022,14.25,0.0,5.528,-8.456,-5.50635266602479,,0.0,0,0,1,0,0,0,0
238,0,4,20,0.58,0.65,-0.747,0.805,10.955,0.0,3.798,-0.724,-0.31293931166010763,,0.829921,0,0,1,0,0,0,0
239,0,4,21,0.58,0.62,-0.941,0.832,10.821,0.0,3.782,-0.391,-0.2653445665209949,,,0,0,1,0,0,0,0
240,0,4,22,0.58,0.94,-1.22,1.399,16.257,0.0,4.332,-5.81,0.48439596250266637,,1e-06,0,0,1,0,0,0,0
241,0,4,23,0.58,0.53,-0.909,0.707,10.602,0.0,3.757,1.493,-0.5002178798526883,0.5782141654724543,,0,0,0,1,0,0,0
242,0,4,24,0.58,0.71,-2.012,0.773,13.462,0.0,4.068,0.248,-0.3714596807372396,-2.0115879742752116,1e-06,0,0,0,1,0,0,0
243,0,4,25,0.52,1.11,0.404,1.59,14.238,0.0,4.145,-5.427,0.6690267655096307,,,0,0,0,0,0,0,1
244,0,4,26,0.58,0.9,-1.34,1.356,15.474,0.0,4.261,-5.112,0.4393571784742569,,0.000256,0,0,1,0,0,0,0
245,0,4,27,0.58,0.8,-0.473,1.172,13.685,0.0,4.09,-3.437,0.22897256976016075,,,0,0,1,0,0,0,0
246,0,4,28,0.58,0.63,-0.244,0.958,11.93,0.0,3.907,0.02,-0.06190243892590685,-5.643856189774724,0.0007840000000000001,0,0,0,1,0,0,0
247,1,4,29,0.52,1.38,-1.727,-0.173,15.098,3.052,4.836,-9.214,,,,0,0,0,0,0,0,1
248,0,4,30,0.58,1.03,-1.048,1.603,17.892,0.0,4.472,-6.72,0.680774425492461,,4e-06,0,0,1,0,0,0,0
249,0,4,31,0.52,0.76,-0.236,1.588,9.144,0.0,3.576,-5.543,0.6672109124808708,,,0,0,0,0,0,0,1
250,0,4,32,0.58,0.86,-1.487,1.231,14.534,0.0,4.173,-4.14,0.2998307618223704,,0.0,0,0,1,0,0,0,0
251,0,4,33,0.52,0.72,-0.852,1.261,10.925,0.0,3.794,-3.805,0.3345682756661327,,,0,0,0,0,0,0,1
252,0,4,34,0.58,0.53,-0.981,0.783,10.859,0.0,3.787,-0.345,-0.35291578737104634,,0.538756,0,0,0,1,0,0,0
253,0,4,35,0.58,0.65,-1.092,0.683,12.158,0.0,3.932,3.029,-0.5500425163719964,1.5988415781332854,9e-06,0,0,0,1,0,0,0
254,1,4,36,0.52,1.02,-1.63,0.131,12.895,2.122,5.116,-9.344,-2.932361283124637,,,0,0,0,0,0,0,1
255,0,4,37,0.58,0.68,-1.53,0.693,12.927,0.0,4.013,2.989,-0.5290727425248734,1.5796628970160074,0.0,0,0,0,1,0,0,0
256,0,4,38,0.58,0.98,-1.017,1.601,17.618,0.0,4.45,-6.772,0.6789733078541699,,0.000225,0,0,1,0,0,0,0
257,0,4,39,0.58,0.6,-0.451,0.973,9.927,0.0,3.675,-0.981,-0.03948828988097554,,0.041209,0,0,1,0,0,0,0
258,0,4,40,0.52,0.86,-1.576,1.132,16.535,0.0,4.356,0.156,0.17887395816979512,-2.6803820657998387,0.12531599999999998,0,0,0,0,0,1,0
259,0,4,41,0.52,0.57,-0.414,0.832,11.876,0.0,3.901,0.897,-0.2653445665209949,-0.15682010974282581,0.08294399999999999,0,0,0,0,0,1,0
260,0,4,42,0.52,0.91,-1.769,0.572,16.587,0.0,4.361,2.575,-0.8059129478836977,1.3645724322958561,1e-06,0,0,0,0,0,1,0
261,1,4,43,0.58,0.78,-1.311,0.217,14.871,0.0,5.617,-3.677,-2.204233052217608,,,0,0,0,1,0,0,0
262,0,4,44,0.58,0.62,-0.095,1.001,12.088,0.0,3.924,-0.714,0.0014419741739063216,,,0,0,0,1,0,0,0
263,0,4,45,0.52,0.97,-1.077,1.484,17.223,0.0,4.416,-6.525,0.5694910919587162,,0.000225,0,0,0,0,0,1,0
264,0,4,46,0.58,0.85,-0.966,1.545,18.032,0.0,4.484,-6.972,0.6276068381296498,,6.4e-05,0,0,0,1,0,0,0
265,0,4,47,0.52,0.67,-0.053,1.024,12.386,0.0,3.956,-0.43,0.03421571533791298,,8.099999999999999e-05,0,0,0,0,0,1,0
266,0,4,48,0.52,0.83,-1.563,0.976,16.23,0.0,4.329,1.368,-0.0350469470992008,0.45206823022381093,0.4719690000000001,0,0,0,0,0,1,0
267,1,4,49,0.52,1.52,-1.728,-0.199,16.722,3.147,4.944,-14.179,,,,0,0,0,0,0,0,1
268,0,4,50,0.58,0.63,-0.759,0.761,11.923,0.0,3.906,1.826,-0.3940316411585416,0.8686867653221351,0.0025000000000000005,0,0,0,1,0,0,0
269,0,4,51,0.58,0.67,-0.309,0.884,11.747,0.0,3.887,0.027,-0.17788172527065546,-5.210896782498619,1e-06,0,0,1,0,0,0,0
270,0,4,52,0.58,0.62,-0.462,0.831,11.724,0.0,3.885,0.888,-0.2670796178917426,-0.17136841831198107,0.061503999999999996,0,0,0,1,0,0,0
271,0,4,53,0.58,0.68,-0.677,0.847,13.103,0.0,4.031,1.237,-0.23956612532988847,0.30684550031428276,,0,0,0,1,0,0,0
272,0,4,54,0.58,0.75,-1.592,1.035,12.761,0.0,3.996,-2.666,0.04963076772460043,,0.0,0,0,1,0,0,0,0
273,0,4,55,0.58,0.4,-1.501,0.825,9.218,0.0,3.585,3.579,-0.27753397552890896,1.8395565437542971,,0,0,0,1,0,0,0
274,0,4,56,0.58,0.96,-1.116,1.531,16.964,0.0,4.394,-6.305,0.6144742828377008,,0.008464,0,0,1,0,0,0,0
275,0,4,57,0.58,0.69,-0.849,0.805,13.003,0.0,4.021,2.506,-0.31293931166010763,1.3253864146597734,,0,0,0,1,0,0,0
276,2,4,58,0.52,1.18,-1.924,0.43,16.381,0.0,6.254,-10.112,-1.2175914350726267,,,0,0,0,0,0,0,1
277,0,4,59,0.58,0.68,-1.738,0.694,12.721,0.0,3.992,3.72,-0.5269924320838262,1.8953026213333068,0.0,0,0,0,1,0,0,0
278,0,4,60,0.58,0.76,-1.131,1.419,15.982,0.0,4.307,-5.57,0.5048745893984644,,0.002116,0,0,0,1,0,0,0
279,0,4,61,0.52,0.6,-0.761,0.751,11.881,0.0,3.902,1.981,-0.4131151871478153,0.9862288802273994,0.130321,0,0,0,0,0,1,0
280,0,4,62,0.58,0.97,-0.364,0.944,14.078,0.0,4.129,-0.54,-0.08314123530024585,,,0,0,0,1,0,0,0
281,0,4,63,0.58,0.94,-1.795,1.229,18.699,0.0,4.539,-3.355,0.29748491571057467,,9e-06,0,0,0,1,0,0,0
282,0,4,64,0.58,0.61,-1.759,0.669,11.551,0.0,3.865,0.658,-0.579921884020626,-0.6038405109268454,1e-06,0,0,0,1,0,0,0
283,0,4,65,0.58,0.89,0.134,1.446,14.762,0.0,4.195,-5.074,0.5320675522890307,,,0,0,1,0,0,0,0
284,0,4,66,0.58,0.88,-1.424,1.265,14.96,0.0,4.213,-4.583,0.33913738491958534,,0.0001,0,0,1,0,0,0,0
285,0,4,67,0.58,0.89,-1.957,0.817,16.096,0.0,4.318,2.774,-0.2915920165164037,1.4719677876615158,0.0016,0,0,0,1,0,0,0
286,0,4,68,0.58,0.58,-1.241,0.797,11.019,0.0,3.805,-0.112,-0.3273483706716152,,1.6e-05,0,0,0,1,0,0,0
287,0,4,69,0.58,0.66,-1.18,0.776,12.189,0.0,3.935,3.385,-0.36587144247495934,1.759155833800272,0.0,0,0,1,0,0,0,0
288,0,4,70,0.58,0.9,-1.275,1.387,15.785,0.0,4.289,-5.326,0.4719677876615157,,0.000225,0,0,1,0,0,0,0
289,1,4,71,0.58,0.87,-2.302,0.0,13.359,0.0,5.405,-7.438,-inf,,,0,0,1,0,0,0,0
290,0,4,72,0.52,0.74,-0.397,1.175,10.853,0.0,3.786,-2.795,0.2326607567902751,,,0,0,0,0,0,0,1
291,0,4,73,0.58,0.72,-1.825,0.837,14.031,0.0,4.124,-0.708,-0.25670047211174335,,1.6e-05,0,0,0,1,0,0,0
292,1,5,1,0.93,1.12,-1.695,0.31,16.429,0.0,6.075,-3.47,-1.6896598793878495,,0.0,0,0,0,0,0,1,0
293,0,5,2,0.93,0.95,0.579,0.832,12.974,0.0,4.018,-3.603,-0.2653445665209949,,,0,0,0,0,0,1,0
294,0,5,3,0.93,0.54,-1.196,0.578,10.264,0.0,3.716,-1.241,-0.7908586021614084,,,0,0,0,0,0,1,0
295,0,5,4,0.93,0.52,-0.389,0.607,11.002,0.0,3.803,0.397,-0.7202315784064051,-1.3327890875191293,,0,0,0,0,0,1,0
296,0,5,5,0.93,0.93,0.53,0.812,13.29,0.0,4.05,-1.224,-0.3004483674769107,,,0,0,0,0,0,1,0
297,0,5,6,0.93,0.27,-0.121,1.331,8.321,0.0,3.465,-1.958,0.41251057124980467,,,0,0,0,0,0,1,0
298,1,5,7,0.93,1.35,-1.078,0.454,18.419,0.0,6.373,-8.078,-1.139235797371172,,,0,0,0,0,0,1,0
299,0,5,8,0.93,0.45,-0.464,0.863,8.826,0.0,3.534,-3.349,-0.21256753548313206,,,0,0,0,0,0,1,0
300,0,5,9,0.93,0.9,-0.315,0.59,14.673,0.0,4.186,-1.046,-0.7612131404128835,,,0,0,0,0,0,1,0
301,0,5,10,0.93,1.0,-0.159,1.41,15.594,0.0,4.272,-7.85,0.49569516262406876,,,0,0,0,0,0,1,0
302,0,5,11,0.93,0.95,0.412,1.047,13.937,0.0,4.115,-6.003,0.06626144226872127,,,0,0,0,0,0,1,0
303,0,5,12,0.93,0.94,-0.821,1.097,17.968,0.0,4.479,-5.049,0.1335635257411058,,0.11022400000000002,0,0,0,0,0,1,0
304,0,5,13,0.93,0.63,-0.071,0.697,10.6,0.0,3.756,-2.143,-0.520769438793664,,8.099999999999999e-05,0,0,0,0,0,1,0
305,0,5,14,0.93,0.58,-0.846,0.536,11.067,0.0,3.811,-0.144,-0.8996950942043145,,0.04000000000000001,0,0,0,0,0,1,0
306,0,5,15,0.93,1.67,0.842,1.586,16.659,0.0,4.367,-2.538,0.6653927710418914,,,0,0,0,0,0,1,0
307,0,5,16,0.93,0.68,0.208,0.671,10.652,0.0,3.762,-3.202,-0.5756153284619034,,,0,0,0,0,0,1,0
308,0,5,17,0.93,0.99,-1.071,0.995,16.188,0.0,4.326,-4.694,-0.0072315692310758635,,3.6e-05,0,0,0,0,0,1,0
309,0,5,18,0.93,0.89,-1.129,0.96,15.906,0.0,4.3,-4.425,-0.058893689053568565,,0.00028900000000000003,0,0,0,0,0,1,0
310,1,5,19,0.93,1.06,-1.299,0.288,14.594,0.0,5.922,-7.065,-1.7958592832197748,,0.0,0,0,0,0,0,1,0
311,0,5,20,0.93,0.67,-0.396,0.569,11.049,0.0,3.809,-1.534,-0.8134994423555053,,0.36,0,0,0,0,0,1,0
312,0,5,21,0.93,0.62,-0.475,0.716,11.354,0.0,3.843,-2.697,-0.4819685073978307,,,0,0,0,0,0,1,0
313,0,5,22,0.93,0.94,-1.073,1.001,16.662,0.0,4.367,-4.301,0.0014419741739063216,,0.16728099999999999,0,0,0,0,0,1,0
314,0,5,23,0.93,0.63,-0.632,0.595,10.754,0.0,3.774,-0.023,-0.7490384264667813,,,0,0,0,0,0,1,0
315,0,5,24,0.93,0.71,-1.855,0.542,13.693,0.0,4.091,-0.207,-0.8836352433082154,,0.036864,0,0,0,0,0,1,0
316,0,5,25,0.93,1.11,0.656,0.978,14.303,0.0,4.151,-4.928,-0.032093629709853334,,,0,0,0,0,0,1,0
317,0,5,26,0.93,0.9,-1.166,0.911,16.076,0.0,4.316,-3.876,-0.13447704086003626,,0.16240900000000003,0,0,0,0,0,1,0
318,0,5,27,0.93,0.8,-0.15,0.913,14.106,0.0,4.132,-4.366,-0.131313234677865,,,0,0,0,0,0,1,0
319,0,5,28,0.93,0.63,-0.13,0.602,11.997,0.0,3.915,0.91,-0.732164607902385,-0.1360615495760284,0.064516,0,0,0,0,0,1,0
320,1,5,29,0.93,1.38,-0.361,0.446,18.928,0.666,6.188,-9.922,-1.1648843847417822,,,0,0,0,0,0,1,0
321,0,5,30,0.93,1.03,-0.98,1.167,17.096,0.0,4.405,-4.391,0.22280456104526114,,4.9000000000000005e-05,0,0,0,0,0,1,0
322,0,5,31,0.93,0.76,0.241,1.084,9.561,0.0,3.629,-6.376,0.11636475669178462,,,0,0,0,0,0,1,0
323,0,5,32,0.93,0.86,-1.212,0.91,15.154,0.0,4.232,-4.013,-0.1360615495760284,,1.6e-05,0,0,0,0,0,1,0
324,0,5,33,0.93,0.72,-0.434,0.894,11.396,0.0,3.848,-4.911,-0.16165326347876927,,,0,0,0,0,0,1,0
325,0,5,34,0.93,0.62,-0.62,0.529,11.102,0.0,3.815,-1.162,-0.9186603725480612,,0.159201,0,0,0,0,0,1,0
326,2,5,35,0.93,0.62,-1.228,0.503,11.789,0.0,5.616,3.766,-0.9913696948565599,1.9130329999521412,0.0,0,0,0,0,0,1,0
327,0,5,36,0.93,1.02,0.83,1.636,12.753,0.0,3.995,-10.045,0.7101727482796617,,,0,0,0,0,0,1,0
328,2,5,37,0.93,0.68,-1.71,0.319,12.368,0.634,5.718,3.792,-1.6483716708972176,1.922958964236172,0.0,0,0,0,0,0,1,0
329,0,5,38,0.93,0.98,-0.877,1.148,17.779,0.0,4.463,-5.169,0.19912264201360064,,0.006889000000000001,0,0,0,0,0,1,0
330,0,5,39,0.93,0.59,0.038,0.676,10.664,0.0,3.764,-2.603,-0.5649048483799026,,0.45832900000000004,0,0,0,0,0,1,0
331,0,5,40,0.93,0.86,-1.721,0.599,15.438,0.0,4.258,1.147,-0.7393720918733014,0.19786539135373796,0.145924,0,0,0,0,0,1,0
332,0,5,41,0.93,0.57,-0.451,0.53,11.787,0.0,3.892,2.319,-0.9159357352115255,1.2135028199839164,0.0,0,0,0,0,0,1,0
333,2,5,42,0.93,0.91,-2.093,-0.14,15.048,1.537,6.121,2.677,,1.4206171389786908,0.0,0,0,0,0,0,1,0
334,0,5,43,0.93,0.99,-0.045,0.718,15.385,0.0,4.253,-2.377,-0.47794425083903574,,,0,0,0,0,0,1,0
335,0,5,44,0.93,0.75,0.25,0.65,12.312,0.0,3.948,-2.224,-0.6214883767462702,,,0,0,0,0,0,1,0
336,0,5,45,0.93,0.97,-0.92,1.059,17.364,0.0,4.428,-5.089,0.08270258933024935,,0.0034809999999999997,0,0,0,0,0,1,0
337,0,5,46,0.93,0.92,-0.841,1.092,17.62,0.0,4.45,-5.219,0.12697285625776553,,1.6e-05,0,0,0,0,0,1,0
338,0,5,47,0.93,0.67,0.175,0.713,12.562,0.0,3.975,-1.231,-0.488026018218199,,0.11902499999999998,0,0,0,0,0,1,0
339,0,5,48,0.93,0.83,-1.527,0.523,15.591,0.0,4.272,-0.15,-0.9351171484151456,,0.34574399999999994,0,0,0,0,0,1,0
340,0,5,49,0.93,1.52,1.228,2.041,16.055,0.0,4.314,-13.309,1.029276182370632,,,0,0,0,0,0,1,0
341,0,5,50,0.93,0.57,-0.894,0.626,11.88,0.0,3.902,3.962,-0.6757654377294687,1.9862288802273995,1e-06,0,0,0,0,0,1,0
342,0,5,51,0.93,0.61,-0.081,0.635,12.01,0.0,3.916,0.011,-0.6551715030025589,-6.50635266602479,0.196249,0,0,0,0,0,1,0
343,1,5,52,0.93,0.62,-0.598,0.255,11.408,0.0,5.541,1.552,-1.9714308478032292,0.6341285575250406,0.00019600000000000002,0,0,0,0,0,1,0
344,2,5,53,0.93,0.68,-0.874,0.258,12.373,0.0,5.613,1.928,-1.9545570292388328,0.9471050515678745,,0,0,0,0,0,1,0
345,0,5,54,0.93,0.75,-1.244,0.8,13.351,0.0,4.057,-3.267,-0.3219280948873623,,0.0,0,0,0,0,0,1,0
346,0,5,55,0.93,0.4,-1.199,0.739,9.482,0.0,3.619,0.447,-0.4363537305159361,-1.1616532634787693,,0,0,0,0,0,1,0
347,0,5,56,0.93,0.96,-0.944,1.092,17.212,0.0,4.415,-5.021,0.12697285625776553,,0.003969,0,0,0,0,0,1,0
348,0,5,57,0.93,0.69,-0.651,0.615,13.242,0.0,4.045,-0.539,-0.701341684435485,,,0,0,0,0,0,1,0
349,1,5,58,0.93,1.18,-1.127,0.441,15.959,0.0,6.166,-8.702,-1.1811494391045665,,,0,0,0,0,0,1,0
350,2,5,59,0.93,0.68,-1.935,0.303,12.233,1.182,5.669,3.741,-1.7226103011891363,1.9034239658887393,0.0,0,0,0,0,0,1,0
351,0,5,60,0.93,0.84,-0.913,1.007,16.532,0.0,4.356,-4.78,0.01006368334469748,,3.6e-05,0,0,0,0,0,1,0
352,1,5,61,0.93,0.6,-0.869,0.401,11.481,0.0,5.512,3.045,-1.3183258582071666,1.6064422281316078,0.039601000000000004,0,0,0,0,0,1,0
353,1,5,62,0.93,0.77,-0.568,0.325,13.299,0.0,5.691,0.817,-1.6214883767462702,-0.2915920165164037,,0,0,0,0,0,1,0
354,0,5,63,0.93,0.94,-1.779,0.857,18.042,0.0,4.485,-1.67,-0.22263289054958724,,0.016900000000000002,0,0,0,0,0,1,0
355,1,5,64,0.93,0.71,-1.763,0.277,11.239,0.0,5.488,-0.149,-1.8520421186128986,,0.0,0,0,0,0,0,1,0
356,0,5,65,0.93,1.2,0.374,0.983,14.819,0.0,4.2,-4.985,-0.02473667832150645,,,0,0,0,0,0,1,0
357,0,5,66,0.93,0.96,-1.233,0.873,15.613,0.0,4.274,-3.584,-0.19594644103264702,,0.15840400000000002,0,0,0,0,0,1,0
358,1,5,67,0.93,0.85,-2.267,0.237,14.996,1.753,5.813,2.881,-2.077041035763828,1.5265696604977832,0.04000000000000001,0,0,0,0,0,1,0
359,1,5,68,0.93,0.64,-1.358,0.274,11.057,0.0,5.524,1.401,-1.8677522017015602,0.48645695576873116,0.051529000000000005,0,0,0,0,0,1,0
360,0,5,69,0.93,0.63,-1.355,0.602,12.121,0.0,3.928,4.501,-0.732164607902385,2.1702455647234644,0.0,0,0,0,0,0,1,0
361,0,5,70,0.93,0.9,-1.123,0.922,16.728,0.0,4.373,-3.817,-0.117161344232749,,0.16080100000000003,0,0,0,0,0,1,0
362,0,5,71,0.93,0.95,-0.362,1.212,14.409,0.0,4.161,-7.276,0.27738969881086384,,,0,0,0,0,0,1,0
363,0,5,72,0.93,0.74,0.077,0.877,11.421,0.0,3.851,-4.622,-0.189351252217354,,,0,0,0,0,0,1,0
364,0,5,73,0.93,0.72,-1.681,0.592,14.302,0.0,4.151,-0.649,-0.7563309190331373,,0.040401000000000006,0,0,0,0,0,1,0
365,0,6,1,0.27,1.12,-0.416,2.685,18.084,0.0,4.488,-1.498,1.4249220882106879,,0.0,0,0,0,0,0,1,0
366,0,6,2,0.27,0.95,1.216,2.64,12.409,0.0,3.959,-8.056,1.4005379295837288,,,0,0,0,0,0,0,1
367,0,6,3,0.27,0.54,-0.574,2.409,9.41,0.0,3.61,-4.998,1.2684343935763835,,,0,0,0,0,0,0,1
368,0,6,4,0.27,0.46,-0.025,2.01,9.791,0.0,3.658,1.49,1.0071955014042038,0.5753123306874368,,0,0,0,0,1,0,0
369,0,6,5,0.27,0.93,1.11,2.562,12.637,0.0,3.983,-3.811,1.3572704756795595,,,0,0,0,0,0,1,0
370,0,6,6,0.27,0.27,0.152,2.775,6.741,0.0,3.23,-5.652,1.4724877714627436,,,0,0,0,0,0,0,1
371,0,6,7,0.27,1.35,0.652,3.342,18.571,0.0,4.528,-8.221,1.740711733399101,,,0,0,0,0,0,0,1
372,0,6,8,0.27,0.45,0.113,2.611,7.436,0.0,3.338,-7.318,1.384602457650755,,,0,0,0,0,0,0,1
373,0,6,9,0.27,0.76,0.213,2.336,14.181,0.0,4.139,-0.018,1.2240402742179302,,,0,0,0,0,1,0,0
374,0,6,10,0.27,1.0,0.497,3.281,15.719,0.0,4.283,-8.695,1.7141355938563327,,,0,0,0,0,0,0,1
375,0,6,11,0.27,0.95,1.069,2.95,13.744,0.0,4.096,-8.431,1.560714954474479,,,0,0,0,0,0,0,1
376,0,6,12,0.27,0.87,-0.244,3.029,18.681,0.0,4.537,-4.648,1.5988415781332854,,1e-06,0,0,0,1,0,0,0
377,0,6,13,0.27,0.53,0.418,2.356,9.511,0.0,3.623,-2.534,1.2363395391683736,,0.28944400000000003,0,0,0,1,0,0,0
